id,thoroughfare_id,cenu2016_ettlement_geogid,census2016_small_area_geogid,local_authority_id,post_county_name,eircode_area_code,postal_address,new_home_ind,sold_date,sold_price,lat,lon,building_property_subtype_code,building_shape_area_value,sqm_value,yoc_value,storey_value,beds_value,baths_value,house_number,road,city_district,city,district,county,state_district,postcode,country,country_code,locality,village,municipality,suburb,town,residential,craft,amenity,building,commercial,neighbourhood,place,region,tourism,quarter,shop,leisure,historic,office
20775,1200000897,35001.0,A267017004,28,dublin,A94,apartment 7 greenville court stradbrook road blackrock co. dublin a94 k658,0,20/05/2010,218000,53.29400699999999,-6.167381,multi-family,,,,1.0,,,,Greenville Road,Blackrock-Monkstown ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Montpelier,Blackrock,Greenville Road,,,Greenville Court,,,,,,,,,,
1696218,1200018759,35001.0,A267018002,28,dublin,A94,9 clifton lane monkstown blackrock co. dublin a94 pk07,0,02/11/2018,1050000,53.294541,-6.155337,semi-dend-terraceached,66.981438,,,2.0,,,10,Clifton Lane,Kingstown No.1 ? ED,,,County Dublin,Leinster,A96 HF51,Ireland,ie,Dunleary,,Dún Laoghaire-Rathdown,,Dún Laoghaire,,,,,,,,,,,,,,
701769,1200007225,35001.0,A268030007,29,dublin,D07,apartment 46 saint peters square phibsborough road dublin 7 d07 rf22,0,04/12/2012,90000,53.361577000000004,-6.2721599999999995,multi-family,,40.0,1996.0,1.0,1.0,1.0,,Saint Peter's Square,Cabra East A ED,Dublin,Dublin 7,County Dublin,Leinster,D07 R26N,Ireland,ie,Crossguns South,,,,,,,,,,,,,,,,,,
1361085,1200007981,35001.0,A268002017,29,dublin,D07,apartment 45 the hardwicke morning star avenue dublin 7 d07 k795,0,14/08/2014,128000,53.351629,-6.274789,multi-family,,,,1.0,,,,Catherine's Lane North,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,,,,,,,,,,,,,,,,
519290,1200013420,35001.0,A268098009,29,dublin,D08,38 city gate saint augustine street dublin 8 d08 dy03,0,17/10/2017,180000,53.344939000000004,-6.277008,terraced,,,2019.0,,1.0,,,St Augustine Street,Merchants Quay A ED,Dublin,Dublin 8,County Dublin,Leinster,D07 HK38,Ireland,ie,,,,,,,,,CityGate,,,,,,,,,,
1261363,1200004879,35001.0,A268002002,29,dublin,D07,10 kirwan street dublin 7 d07 t8x7,0,08/06/2018,340000,53.352752,-6.283016,mid-terrace,,68.39,1885.0,2.0,2.0,,10,Kirwan Street,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman East,,,,,,,,,,,,,,,,,,
1459604,1200010217,35001.0,A268127004,29,dublin,D06,apartment 3 orwell lodge orwell road dublin 6 d06 r656,1,11/03/2015,655400,53.30725699999999,-6.269648,multi-family,,109.76,2008.0,1.0,2.0,,3,The Avenue,Rathfarnham ED,,Dublin 6,County Dublin,Leinster,D06 YP40,Ireland,ie,,,,Rathgar,,,,,,,Marianella,,,,,,,,
1691903,1200012364,35001.0,A268143024,29,dublin,D04,apartment 25 grand canal wharf south dock road dublin 4 d04 rv07,0,30/04/2019,425000,53.342365,-6.231574,multi-family,,65.0,2004.0,1.0,2.0,2.0,50,Ringsend Road,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
1094226,1200005886,35001.0,A268081009,29,dublin,D07,22 primrose avenue dublin 7 d07 n2v6,0,03/11/2015,325000,53.356865,-6.271476,mid-terrace,48.641532,,,,,,,Primrose Avenue,Inns Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 A562,Ireland,ie,,,,,,,,,,,,,,,,,,,
1016881,1200016797,4009.0,A267005006,27,dublin,D13,97 drumnigh wood portmarnock co. dublin d13 hx71,0,15/08/2013,432500,53.416403,-6.1547730000000005,dend-terraceached,95.178814,154.25,2003.0,2.0,4.0,,,Drummigh Wood,Malahide ED,,,County Dublin,Leinster,D13 X8X9,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
618084,1200007199,35001.0,A268115008,29,dublin,D04,apartment 6 the clayton the gasworks south lotts road dublin 4 d04 vy02,0,15/04/2016,280000,53.339537,-6.2356300000000005,multi-family,,,2018.0,1.0,1.0,,,Gordon Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Clayton,,,,,,,,,,
757543,1200016797,4009.0,A267005006,27,dublin,D13,95 drumnigh wood portmarnock co. dublin d13 ac61,0,03/05/2012,500000,53.416661,-6.154795,dend-terraceached,96.787482,160.94,2007.0,2.0,4.0,0.0,,Drummigh Wood,Malahide ED,,,County Dublin,Leinster,D13 X8X9,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
290357,1200009698,35001.0,A268003012,29,dublin,D07,apartment 12 collins square benburb street dublin 7 d07 hw52,0,07/11/2016,380000,53.34808100000001,-6.284981,multi-family,,99.9,2001.0,1.0,,,,Benburb Street,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 Y683,Ireland,ie,,,,,,,,,Collins Square,,,,,,,,,,
462595,1200016265,35001.0,A267096006,28,dublin,A96,4 glenalua heights killiney co. dublin a96 v6e4,0,12/02/2010,660000,53.264393999999996,-6.118281,semi-dend-terraceached,99.157161,157.18,1972.0,2.0,5.0,,,Claremont Road,Killiney North ED,,,County Dublin,Leinster,SW17 7EG,Ireland,ie,Ballinclea,Killiney,Dún Laoghaire-Rathdown,,,,,,,,,,,,,,Roche's Hill or Flagstaff Hill,,
1450883,1200012315,35001.0,A268143028,29,dublin,D04,apartment 6 shelbourne wharf ringsend road dublin 4 d04 f583,0,08/09/2014,200000,53.341922,-6.232241,multi-family,,,2007.0,1.0,2.0,,,Ringsend Road,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,South Dock,,,,,,,,,,
469729,1200013481,35001.0,A268138012,29,dublin,D01,apartment 1 14 denmark street great dublin 1 d01 a072,0,25/10/2017,175000,53.355644999999996,-6.261067,multi-family,,,,1.0,,,,Great Denmark Street,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 PP66,Ireland,ie,,,,,,,,,,,,,,,,McNally's Newsagents,,,
705456,1200007199,35001.0,A268115014,29,dublin,D04,13 south lotts road dublin 4 d04 td53,0,30/05/2016,435000,53.338038,-6.232937000000001,mid-terrace,53.093728000000006,76.13,1920.0,2.0,2.0,,13,South Lotts Road,Pembroke West A ED,,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
230786,1200007266,35001.0,A268138014,29,dublin,D01,apartment 3 the mews apartments 41 north great george's street dublin 1 d01 c9y6,0,18/12/2015,223000,53.354575,-6.260516,multi-family,,63.59,2000.0,1.0,,,41,North Great George's Street,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 PP66,Ireland,ie,,,,,,,,,,,,,,,,,,,
1873573,1200007203,35001.0,A268003001,29,dublin,D07,apartment 123 block a1 smithfield market smithfield dublin 7 d07 cxy1,0,09/02/2016,320000,53.348876000000004,-6.278676,multi-family,,73.94,2004.0,1.0,,,,Queen Street,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,,,,,,,,,Smithfield Market,,,,,,Smithfield,,,,
492347,1200009976,35001.0,A268010006,29,dublin,D01,13 sherrard street lower dublin 1 d01 xw84,0,14/12/2018,500000,53.359981000000005,-6.257986,terraced,70.672294,,,,6.0,6.0,,Sherrard Street Lower,Mountjoy B ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,Rawlton House,,,,,,,,,,
530591,1200007997,35001.0,A268080006,29,dublin,D07,8 muckross parade dublin 7 d07 a6w6,0,15/10/2015,145000,53.360603000000005,-6.264747,end-terrace,46.753858,46.8,1890.0,3.0,,,,Muckross Parade,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
584225,1200036394,35001.0,A267043006,28,dublin,D14,70 landscape park dublin 14 d14 w089,0,22/12/2014,485000,53.299096999999996,-6.262001000000001,semi-dend-terraceached,84.440648,108.19,1960.0,2.0,3.0,,70,Landscape Park,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
313276,1200018971,35001.0,A268003006,29,dublin,D07,20 the chandler hammond lane dublin 7 d07 nn92,0,18/05/2018,198000,53.346461,-6.2757559999999994,mid-terrace,,,2018.0,,,,2,Arran Quay,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 HK38,Ireland,ie,,,,,,,,,,,,,,,,,,,
1466575,1200019271,35001.0,A267095025,27,dublin,D13,38 woodcliff heights howth co. dublin d13 rf67,0,25/03/2013,580000,53.378616,-6.059039,bungalow,185.41794299999998,180.0,,1.0,4.0,3.0,,Woodcliff Heights,Howth ED,,Dublin 13,County Dublin,Leinster,,Ireland,ie,Howth,,Fingal,,,,,,Taobh na Cruaiche,,,,,,,,,,
363570,1200002623,35001.0,A267136001,26,dublin,D24,30 avonbeg park dublin 24 d24 vn3p,0,07/10/2013,90000,53.285532999999994,-6.351414,mid-terrace,50.023563,,,2.0,,,23-34,Avonbeg Park,Tallaght-Avonbeg ED,,Dublin 24,County Dublin,Leinster,D24 W265,Ireland,ie,Tallaght,,South Dublin,,,New Bawn,,,,,,,,,,,,,
477148,1200007217,35001.0,A268005004,29,dublin,D07,2 sitric road dublin 7 d07 wc3n,0,06/02/2019,250000,53.35031899999999,-6.284372,mid-terrace,,56.54,1904.0,2.0,,,,Sitric Road,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
516573,1200013695,35001.0,A268149002,29,dublin,D08,apartment 50 pier 19 bridgefoot street dublin 8 d08 h3a2,0,18/04/2017,145000,53.345656000000005,-6.281354,multi-family,,,,1.0,,,9,Island Street,Ushers B ED,Dublin,Dublin 8,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,Mendicity Institution,,,,,,,,,,,
1198702,1200000835,35001.0,A268005008,29,dublin,D07,11 sigurd road dublin 7 d07 w5c7,0,26/09/2014,231000,53.352491,-6.286841000000001,mid-terrace,50.351684999999996,,,1.0,,,,Sigurd Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 DXT8,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
1527567,1200010893,35001.0,A268005007,29,dublin,D07,51 harold road dublin 7 d07 t1d0,0,23/07/2018,320000,53.352106000000006,-6.287287,mid-terrace,,59.6,1920.0,2.0,2.0,1.0,,Harold Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 DXT8,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
1168926,1200003654,35001.0,A268138012,29,dublin,D01,apartment 5 block b the courtyard hill street dublin 1 d01 k540,0,15/03/2019,250000,53.354321999999996,-6.259168,multi-family,,,2005.0,1.0,,,,Hill Street,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01KT62,Ireland,ie,,,,,,,,,The Courtyard,,,,,,,,,,
1612945,1200012315,35001.0,A268143021,29,dublin,D04,apartment 77 the millennium tower charlotte quay dock ringsend road dublin 4 d04 ft73,0,20/09/2013,556810,53.34284,-6.236924,multi-family,,61.61,1998.0,1.0,,,,MacMahon Bridge,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,,,,,,,,,The Millenium Tower,,,,,,,,,,
1862099,1200010511,35001.0,A268003015,29,dublin,D07,56 blackhall place dublin 7 d07 fx79,0,22/12/2017,252000,53.34745899999999,-6.282161,end-terrace,58.407092000000006,69.76,1890.0,2.0,2.0,,56,Blackhall Place,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,,,,,,,,,,,,
747228,1200045366,4009.0,A267111010,27,dublin,D13,5 the way station manor dublin 13 d13 wpp2,1,18/07/2019,627225,53.419685,-6.149905,semi-dend-terraceached,79.104167,,2018.0,,4.0,,,,Malahide ED,,,County Dublin,Leinster,D13 YV05,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Saint Marnock's Bay / Dun Sí,,,,,,,,,,,,,
1178731,1200009284,35001.0,A268117001,29,dublin,D04,apartment 17 38 haddington road dublin 4 d04 p025,0,03/08/2010,303000,53.335533,-6.241034,multi-family,,62.16,1981.0,1.0,2.0,,40,Haddington Road,Pembroke West C ED,Dublin,Dublin 4,County Dublin,Leinster,D04 WV00,Ireland,ie,Baggotrath North,,,,,,,,,,,,,,,,,,
931407,1200012804,35001.0,A268002019,29,dublin,D07,apartment 7 block a blackhall square king street north dublin 7 d07 ht9h,0,08/03/2017,175000,53.350101,-6.281168,multi-family,,,1997.0,1.0,,,105,North King Street,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,,,,,,,,,,,,,,,,,,,
1680939,1200010217,35001.0,A268127004,29,dublin,D06,apartment 1 orwell lodge orwell road dublin 6 d06 y8e8,1,26/05/2015,672027,53.30725699999999,-6.269648,multi-family,,106.96,2008.0,1.0,,,3,The Avenue,Rathfarnham ED,,Dublin 6,County Dublin,Leinster,D06 YP40,Ireland,ie,,,,Rathgar,,,,,,,Marianella,,,,,,,,
412267,1200010967,35001.0,A268138017,29,dublin,D01,apartment 17 31/32 britain place dublin 1 d01 t6p7,0,26/05/2015,225000,53.353024,-6.258088,multi-family,,,2019.0,1.0,,,,Britain Place,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 A7P8,Ireland,ie,,,,,,,,,,,,,,,,Westbrook Motors Ltd.,,,
1708844,1200013420,35001.0,A268098009,29,dublin,D08,apartment 56 the usher city gate saint augustine street dublin 8 d08 fda0,0,29/01/2018,220000,53.344533999999996,-6.276845,multi-family,,,,1.0,1.0,,,St Augustine Street,Merchants Quay A ED,Dublin,Dublin 8,County Dublin,Leinster,D07 HK38,Ireland,ie,,,,,,,,,CityGate,,,,,,,,,,
615417,1200007266,35001.0,A268138014,29,dublin,D01,apartment 31 belvedere court 30 north great george's street dublin 1 d01 vf70,0,23/02/2018,335000,53.353863,-6.259638,multi-family,,,1994.0,1.0,,,30,North Great George's Street,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 PP66,Ireland,ie,,,,,,,,,,,,,,,,,,,
1524796,1200011891,35001.0,A268002015,29,dublin,D07,apartment 94 the richmond brunswick street north dublin 7 d07 ty39,0,27/10/2010,105000,53.35115699999999,-6.277891,multi-family,,35.3,1996.0,1.0,,,,The Richmond,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,Grangegorman,,,,,D7 Educate Together National School,,,,,,,,,,
556836,1200042150,35001.0,A267139001,26,dublin,D24,apartment 32 new bancroft hall greenhills road extension dublin 24 d24 e183,0,14/11/2016,192000,53.287601,-6.3578220000000005,multi-family,,85.26,2008.0,1.0,,,,,Tallaght-Glenview ED,,Dublin 24,County Dublin,Leinster,,Ireland,ie,Tallaght,,South Dublin,,,,,,,,Village Green,,,,,,,,
1542763,1200011568,35001.0,A268115014,29,dublin,D04,18 bath avenue dublin 4 d04 n596,0,23/06/2017,675000,53.337421,-6.232868,mid-terrace,66.187382,148.27,1850.0,2.0,5.0,,18,Bath Avenue,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,8QQ8+39,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
1592629,1200015454,4009.0,A267099026,27,dublin,D13,apartment 30 the lodge seabrook manor station road portmarnock co. dublin d13 vx89,0,18/11/2016,236000,53.420952,-6.153695,multi-family,,72.9,2005.0,1.0,,,,,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Seabrook Manor,,,,,,,,,,,,,
1870808,1200012302,35001.0,A268149004,29,dublin,D08,apartment 66 finnegan house viking harbour apartments usher's island dublin 8 d08 nt78,0,11/03/2019,205000,53.345868,-6.283434,multi-family,,,,1.0,,,,Island Street,Ushers B ED,Dublin,Dublin 8,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,,,,,,,,,,,,
1581793,1200017146,35001.0,A267145004,26,dublin,D24,40 the drive millbrook lawns dublin 24 d24 yht6,0,28/09/2015,400000,53.282764,-6.356418,mid-terrace,63.03089,,,,5.0,,42,The Drive,Tallaght-Millbrook ED,,Dublin 24,County Dublin,Leinster,D24 DR44,Ireland,ie,Oldbawn,,South Dublin,,,Millbrook Lawns,,,,,,,,,,,,,
1839186,1200017423,35001.0,A268115001,29,dublin,D04,46 doris street dublin 4 d04 a6n7,0,17/12/2013,205000,53.34008299999999,-6.232837,mid-terrace,,51.93,1920.0,2.0,,,46,Doris Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
797962,1200009538,35001.0,A267024003,28,dublin,A94,apartment 7 stradbrook hall apartments stradbrook hall blackrock co. dublin a94 x597,0,16/03/2017,330000,53.29122099999999,-6.165394999999999,multi-family,,,1900.0,1.0,,,,Stradbrook Hall,Blackrock-Stradbrook ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Stradbrook,Blackrock,,,,Stradbrook Hall Apartments,,,,,,,,,,
211271,1200009765,35001.0,A267045004,28,dublin,D14,80 braemor road dublin 14 d14 nh93,0,22/05/2013,708000,53.299544,-6.26043,semi-dend-terraceached,102.360052,238.05,1952.0,3.0,3.0,,80,Braemor Road,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
279159,1200014256,35001.0,A268115023,29,dublin,D04,54 lansdowne lane dublin 4 d04 p8p8,0,07/08/2019,1850000,53.33450799999999,-6.2308769999999996,end-terrace,95.701799,336.37,2006.0,4.0,3.0,0.0,10,Lansdowne Lane,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
1557981,1200007199,35001.0,A268115008,29,dublin,D04,apartment 37 the clayton the gasworks south lotts road dublin 4 d04 v050,0,27/05/2013,230000,53.339459,-6.235448,multi-family,,,2003.0,1.0,,,,Gordon Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Clayton,,,,,,,,,,
99421,1200018817,35001.0,A268115006,29,dublin,D04,6 south dock street dublin 4 d04 w132,0,25/01/2019,330000,53.341166,-6.235906,mid-terrace,43.918499,34.8,1900.0,1.0,2.0,,4,South Dock Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
1360645,1200025723,35001.0,A267146012,26,dublin,D24,91 saint maelruan's park dublin 24 d24 h21w,0,23/08/2016,240000,53.284063,-6.362547,semi-dend-terraceached,59.503653,82.34,1960.0,2.0,3.0,,,Saint Maelruan's Park,Tallaght-Oldbawn ED,,Dublin 24,County Dublin,Leinster,DUBLIN 24,Ireland,ie,Tallaght,,South Dublin,,,,,,,,,,,,,,,,
789767,1200002623,35001.0,A267136001,26,dublin,D24,31 avonbeg park dublin 24 d24 c7we,0,17/11/2016,210000,53.285582,-6.3514,mid-terrace,43.240403,91.32,1972.0,2.0,3.0,,23-34,Avonbeg Park,Tallaght-Avonbeg ED,,Dublin 24,County Dublin,Leinster,D24 W265,Ireland,ie,Tallaght,,South Dublin,,,New Bawn,,,,,,,,,,,,,
42696,1200009780,35001.0,A268082002,29,dublin,D07,apartment 30 temple court dominick street upper dublin 7 d07 ae35,0,27/03/2015,335000,53.353986,-6.271212,multi-family,,,1929.0,1.0,,,7,Temple Cottages,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D01 HH34,Ireland,ie,,,,,,,,,,,,,,,,,,,
614507,1200012422,35001.0,A268080002,29,dublin,D07,10 saint ignatius road dublin 7 d07 pxc1,0,07/09/2015,325000,53.361493,-6.26128,mid-terrace,54.602197,92.68,1908.0,2.0,3.0,,,Saint Ignatius Road,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,DUBLIN 9,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
455280,1200010852,35001.0,A268005003,29,dublin,D07,apartment 35 norseman court manor street dublin 7 d07 yy39,0,25/09/2018,178550,53.351052,-6.28295,multi-family,,39.2,2002.0,1.0,,,,Manor Street,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman East,,,,,Oxmantown,,,Noresman Court,,,,,,,,,,
553090,1200026233,4009.0,A267111010,27,dublin,D13,49 the kilns station road portmarnock co. dublin d13 ap04,0,25/05/2015,271500,53.419536,-6.150908,multi-family,,88.42,2007.0,2.0,2.0,3.0,,,Malahide ED,,,County Dublin,Leinster,D13 YV05,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
825214,1200009076,35001.0,A268081004,29,dublin,D07,14 sarsfield street dublin 7 d07 f586,0,22/12/2014,320000,53.358706000000005,-6.270123,terraced,71.435896,86.42,1993.0,3.0,3.0,,16,Berkeley Road,Inns Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 RX3P,Ireland,ie,,,,,,,,,,,,,,,,,,,
1518343,1200007199,35001.0,A268115008,29,dublin,D04,apartment 106 the clayton the gasworks south lotts road dublin 4 d04 wy89,0,30/11/2011,177000,53.339249,-6.234891,multi-family,,,2003.0,1.0,,,,Gordon Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Clayton,,,,,,,,,,
1239657,1200012315,35001.0,A268143027,29,dublin,D04,apartment 64 block a the waterside charlotte quay dublin 4 d04 x520,0,31/08/2012,195000,53.34269499999999,-6.234928,multi-family,,,1995.0,1.0,,,,The Anchorage,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D02 DP23,Ireland,ie,,,,,,Charlotte Quay Dock,,,Waterside,,,,,,,,,,
1511192,1200008004,35001.0,A268105004,29,dublin,D01,"basement flat, 5a mountjoy square north dublin 1 d01 tp04",0,26/05/2014,100000,53.357264,-6.258529,multi-family,,,,1.0,,,4,Mountjoy Square North,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,,,,,,,,,,,,,,,,,,,
1294076,1200015454,4009.0,A267005003,27,dublin,D13,rathmullen house station road portmarnock co. dublin d13 yk54,0,04/10/2019,760000,53.418395,-6.155894,bungalow,157.590474,231.78,1974.0,2.0,,,,Station Road,Malahide ED,,,County Dublin,Leinster,D13 X8X9,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
351322,1200013386,35001.0,A268082004,29,dublin,D07,apartment 35 the old distillery anne street north dublin 7 d07 wp83,0,08/07/2019,335000,53.34941,-6.273318,multi-family,,68.0,1997.0,1.0,2.0,1.0,39,Beresford Street,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 RR82,Ireland,ie,,,,,,,,,,,,,,,,,,,
618066,1200017376,35001.0,A268002006,29,dublin,D07,apartment 109 the hardwicke church street upper dublin 7 d07 ft26,0,30/11/2018,255000,53.350885999999996,-6.274418,multi-family,,,2018.0,1.0,,,,Church Street Upper,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 RR82,Ireland,ie,,,,,,,,,The Hardwicke Apartments,,,,,,,,,,
996218,1200024989,35001.0,A268080012,29,dublin,D07,4 derrynane court derrynane parade dublin 7 d07 e7y0,0,15/08/2019,385000,53.36079300000001,-6.26346,end-terrace,50.052608,63.16,1999.0,2.0,2.0,2.0,,Derrynane Court,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
1192928,1200010258,35001.0,A268005004,29,dublin,D07,2 olaf road dublin 7 d07 p9y1,0,19/12/2012,140000,53.350864,-6.284253,mid-terrace,,44.8,1950.0,1.0,2.0,,,Sitric Place,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
31907,1200008423,35001.0,A268143013,29,dublin,D04,apartment 103 the berkeley block pembroke square grand canal street upper dublin 4 d04 y221,0,05/05/2011,150000,53.338529,-6.237585,multi-family,,,1997.0,1.0,1.0,,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
1087132,1200004452,35001.0,A267043002,28,dublin,D14,20 landscape avenue dublin 14 d14 e973,0,16/02/2018,730000,53.299539,-6.265553,semi-dend-terraceached,85.36109499999999,150.18,1950.0,2.0,5.0,,20,Landscape Avenue,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
980556,1200013723,35001.0,A267096011,28,dublin,A96,4 mount auburn killiney road dalkey co. dublin a96 d7d7,0,14/08/2019,841000,53.267345999999996,-6.1166,terraced,111.651808,213.66,1970.0,2.0,,,,Mount Auburn,Killiney North ED,,,County Dublin,Leinster,SW17 7EG,Ireland,ie,Ballinclea,Killiney,Dún Laoghaire-Rathdown,,,Wyvern,,,,,,,,,,,,,
1413430,1200011764,35001.0,A268115002,29,dublin,D04,34 joy street dublin 4 d04 xn24,0,28/11/2016,300000,53.340702,-6.234248,mid-terrace,,79.31,1899.0,3.0,2.0,,32,Joy Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,8QQ8+39,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
825583,1200014023,35001.0,A268138005,29,dublin,D01,apartment 6 21/22 dorset street lower dublin 1 d01 f573,0,11/04/2019,250000,53.358399,-6.262359,multi-family,,,1990.0,1.0,,,,Kelly's Row,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,,,,,,,,,,,,,,,,,,,
1125169,1200012315,35001.0,A268143027,29,dublin,D04,apartment 205 block g the waterside charlotte quay dublin 4 d04 t977,0,20/10/2014,352000,53.342664,-6.234367,multi-family,,,1995.0,1.0,,,,The Anchorage,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D02 DP23,Ireland,ie,,,,,,Charlotte Quay Dock,,,Waterside,,,,,,,,,,
825688,1200020520,35007.0,A257081016,25,wicklow,A98,34 headlands putland road bray co. wicklow a98 y188,0,04/11/2019,304000,53.192712,-6.098408,multi-family,,56.33,2001.0,1.0,,,,The Headlands,Bray No 2,,,County Wicklow,Leinster,A98 XW24,Ireland,ie,Newcourt,,,,,The Headlands,,,,,,,The Municipal District of Bray,,,,,,
